J_A_g^-1,bootstrap_id,V0,Rs,Csp_F_g^-1,A,tau_s,effective_IR_drop_mV
3,32,0.2774565609614436,0.009622219752123223,83.14407022225647,0.0059978060548903835,8.999998977025635,28.86665925636967
3,33,0.2774479537963705,0.009627327026672494,81.82231841396059,1.3451385328205044e-09,8.99999999999993,28.88198108001748
3,34,0.27751196019197555,0.009637362051065178,82.01631137249173,0.00015662070717498508,0.21006173109152343,28.912086153195535
3,35,0.2774268860935561,0.009627570366325782,81.89000007467067,2.502804936158099e-07,0.00011840010140939938,28.882711098977346
3,36,0.2775052501577358,0.009626526154388677,82.74214013689836,0.004256274295020606,8.999999999999739,28.87957846316603
3,37,0.27746558583590564,0.009626952386905424,81.79681414199567,2.874126347508353e-09,8.999999999999977,28.88085716071627
3,38,0.27745487855813167,0.009627197306471743,83.01355865300586,0.005169747085659063,8.999999999999737,28.88159191941523
3,39,0.2774296699978693,0.00962753318599801,81.8822916597639,7.546583098389944e-11,8.999999999999993,28.882599557994027
3,40,0.27786795530285824,0.009601897861891926,81.88636275604838,0.0005345830529993163,0.033860264367640364,28.80569358567578
3,41,0.27746727930643605,0.009592048320922506,81.82685891862187,0.00016157402585158077,0.1877093258918203,28.776144962767518
3,42,0.27752167063381294,0.009626619245250195,83.86120625354441,0.009150229089068774,8.999998640383193,28.879857735750583
3,43,0.27750800507744444,0.009626489448519732,81.83409549024682,0.0003697648791858984,8.999999999976025,28.879468345559197
3,44,0.2777320145922022,0.009600764203487332,81.88667044262284,0.00037414980591509827,0.03434498365168526,28.802292610461997
3,45,0.27744710954822993,0.009627300850407507,81.8722561721419,1.4697687634309525e-07,0.00013930957549490586,28.88190255122252
3,46,0.27740923812520596,0.009627805420117657,81.94010446976982,1.11365714148419e-11,0.012723595329537929,28.88341626035297
3,47,0.2774351460646999,0.009635366420788766,81.86819054462651,1.1799426412703696e-09,8.999999999998947,28.9060992623663
3,48,0.27748321880705523,0.009626283830766021,81.76277283504494,4.1368714860133847e-10,8.99999989479323,28.878851492298065
3,49,0.2774359611119288,0.00962892484317136,82.01637003691704,0.0007007721810304737,8.99999999997428,28.886774529514078
3,50,0.27738378830592514,0.009628144513691303,81.95991102984691,5.505668234088671e-19,8.990952071507987,28.88443354107391
3,51,0.27743563973666435,0.009629865883293579,81.82387042456534,5.274285221451429e-08,0.00010251675351471978,28.889597649880734
3,52,0.2774639524011031,0.009624532996997963,81.78176485686215,1.3310940659321658e-08,8.999925847090182,28.87359899099389
3,53,0.2774395554546571,0.009626388702847316,82.07888716903804,0.0010296995885790618,8.278272310414556,28.879166108541952
3,54,0.2774335390334863,0.009637363555600367,81.8987985518833,2.7551732845532044e-12,8.999999999999998,28.912090666801102
3,55,0.2774354126099357,0.009630676643335905,81.86933690966165,2.6287856169242107e-15,8.971899078902467,28.892029930007716
3,56,0.2775572190710576,0.009620820502779967,82.10195622604354,0.0004341842035410827,1.135467695830167,28.862461508339905
3,57,0.27748638941479054,0.009626778610198866,81.76916038788973,2.4379313764579073e-12,0.0004341176164750493,28.8803358305966
3,58,0.27773112874741696,0.009521691283604937,81.81938596115899,0.0005755541296490325,0.003955888221187968,28.565073850814812
3,59,0.27746395607683905,0.009627076357678163,81.80694805509359,2.963643232890424e-06,8.999999999864816,28.88122907303449
3,60,0.27743906006818747,0.009627414581232273,81.84861087308394,6.0847508053661104e-12,8.999999997150145,28.882243743696822
3,61,0.2774801511513796,0.009626860573265096,81.78436235034128,2.810131844582757e-07,8.999103694527108,28.880581719795288
3,62,0.2774806020270183,0.009642447754933123,81.98101959833009,7.85615195299835e-05,0.1613231245167645,28.927343264799372
3,63,0.2774322973415527,0.00964179312367997,81.92193041086638,4.4251701256244316e-16,6.757737370032864,28.92537937103991
3,64,0.27749950715816285,0.009626782431416733,82.28657443051746,0.0022285658215102384,8.999999996604249,28.880347294250196
3,65,0.27752273886460566,0.009621136821922322,81.97024927947743,0.0001761223788357917,0.31433315358924546,28.863410465766965
3,66,0.27749394339669564,0.009627008966310751,81.76995278573804,6.46256342448982e-09,8.999999898910712,28.88102689893225
3,67,0.27747476935879223,0.009596197415240051,81.98894652393943,0.0002601055656186288,0.45169169878809534,28.788592245720153
3,68,0.2775126516383915,0.009617586100013443,81.81006776463457,6.903617949624871e-05,0.18950247635539536,28.85275830004033
3,69,0.27745839437489533,0.00961468035555636,81.94110657696176,0.00010089517823009917,0.2006178167720873,28.84404106666908
3,70,0.27747119602800835,0.009608280295676098,84.7721628229589,0.013170511653432112,8.999940756422017,28.824840887028294
3,71,0.2775300505080005,0.00962619571496924,84.24988062962687,0.010906513229186869,8.895762462307621,28.878587144907723
3,72,0.2775139267723932,0.009629659418447066,83.07538047326112,0.0039670047118646025,6.015539555415392,28.888978255341197
3,73,0.27741674705261493,0.009627705376697979,81.89381215615171,1.9053116347715623e-19,0.00010417593666200986,28.883116130093935
3,74,0.2775215734896822,0.00962552953464863,85.09190692523904,0.014268610843950348,8.999834796545343,28.876588603945887
3,75,0.2774875690275366,0.009626761738502515,81.82402410078072,3.7718889728379625e-12,8.999999999999705,28.88028521550755
3,76,0.27743197358032873,0.009642947483977907,81.92866414429055,7.22559394415029e-12,8.999999999999996,28.928842451933722
3,77,0.27768833261383596,0.009316662539549906,81.85103883179461,0.0011874343309808523,0.0017646467828871225,27.94998761864972
3,78,0.2774570659687925,0.009627168162928173,81.8179476080172,8.837862310667543e-13,8.999999999998167,28.88150448878452
3,79,0.27745043208745174,0.009625270785889472,84.34874963259828,0.010876453023350828,8.999999843488283,28.875812357668416
3,80,0.27745857581701366,0.009626650186484197,81.8046478003528,2.680380705216812e-09,8.999999028286926,28.87995055945259
4,1,0.2777476801490083,0.00946305203176855,84.21266924982035,0.048808062081588666,8.999981098686302,37.8522081270742
4,2,0.27763578651139137,0.009467827981325047,76.12722630243606,1.914789240811057e-08,8.99998707364884,37.87131192530019
